,N_epi,Forward,Discard,Skip,Txed,AvgScore,MeanAoI(ms),MaxAoI(ms),AveConsPower(Watts)
0,505,90,97,67,10.0,"tensor([-422.4156], device='cuda:0')",21.10727064579168,41.249969601631165,0.11924
0,506,100,93,63,9.0,"tensor([-395.5130], device='cuda:0')",19.853503876947798,38.99997174739838,0.12342
0,507,103,84,76,10.0,"tensor([-413.6225], device='cuda:0')",20.085539273606052,39.99997079372406,0.12837
0,508,105,74,83,10.0,"tensor([-403.1833], device='cuda:0')",19.87785090379531,39.49997127056122,0.131285
0,509,96,86,69,10.0,"tensor([-362.2360], device='cuda:0')",18.863534876163975,38.749971985816956,0.12221
0,510,104,82,70,9.0,"tensor([-391.0096], device='cuda:0')",19.722644706962456,37.99997270107269,0.127325
0,511,94,68,79,10.0,"tensor([-316.4626], device='cuda:0')",17.546670711927764,36.74997389316559,0.11737
0,512,91,97,67,10.0,"tensor([-406.6162], device='cuda:0')",20.371066534560725,40.999969840049744,0.11935
0,513,87,93,69,10.0,"tensor([-418.6632], device='cuda:0')",21.30922399158309,40.74997007846832,0.116215
0,514,100,92,64,9.0,"tensor([-388.4282], device='cuda:0')",19.673816635258845,38.99997174739838,0.12727
0,515,93,89,74,10.0,"tensor([-408.2078], device='cuda:0')",20.44822999778262,40.74997007846832,0.12265
0,516,98,76,82,10.0,"tensor([-403.2794], device='cuda:0')",20.27635517551971,39.74997103214264,0.123585
0,517,98,84,71,10.0,"tensor([-377.0923], device='cuda:0')",19.241826876779,38.749971985816956,0.125125
0,518,98,98,70,10.0,"tensor([-447.9023], device='cuda:0')",21.336453231891852,42.24996864795685,0.131285
0,519,95,94,71,9.0,"tensor([-420.3445], device='cuda:0')",20.595179866426268,41.499969363212585,0.12441
0,520,83,112,64,9.0,"tensor([-433.4509], device='cuda:0')",21.144774651629525,43.999966979026794,0.115775
0,521,98,88,68,10.0,"tensor([-361.4875], device='cuda:0')",18.65156408927337,38.99997174739838,0.125125
0,522,93,96,70,10.0,"tensor([-409.3185], device='cuda:0')",20.26350139658251,41.749969124794006,0.12265
0,523,92,92,64,9.0,"tensor([-377.9485], device='cuda:0')",19.69656101108769,38.99997174739838,0.11869
0,524,98,85,74,9.0,"tensor([-405.5992], device='cuda:0')",20.275279824850276,39.74997103214264,0.12551
0,525,107,72,73,10.0,"tensor([-344.1988], device='cuda:0')",18.048600907925337,36.49997413158417,0.131505
0,526,107,78,73,9.0,"tensor([-385.3413], device='cuda:0')",19.41181041784007,37.99997270107269,0.133815
0,527,96,107,61,9.0,"tensor([-434.2652], device='cuda:0')",20.853206986970637,41.99996888637543,0.126445
0,528,83,92,78,10.0,"tensor([-417.5449], device='cuda:0')",20.9199477176701,42.49996840953827,0.11462
0,529,83,102,68,10.0,"tensor([-415.3441], device='cuda:0')",20.889315435758572,42.49996840953827,0.11308
0,530,83,90,82,10.0,"tensor([-451.4861], device='cuda:0')",22.157829363519944,43.24996769428253,0.115005
0,531,89,86,80,9.0,"tensor([-427.1671], device='cuda:0')",21.244104705641377,41.499969363212585,0.118745
0,532,89,96,71,10.0,"tensor([-410.8217], device='cuda:0')",20.45701888091571,41.749969124794006,0.117975
0,533,97,94,67,10.0,"tensor([-402.8987], device='cuda:0')",20.05909656484922,40.4999703168869,0.12386
0,534,95,92,51,10.0,"tensor([-322.7288], device='cuda:0')",17.977931089855794,35.749974846839905,0.116325
0,535,86,87,73,10.0,"tensor([-375.9923], device='cuda:0')",19.639215970835913,39.99997079372406,0.114565
0,536,85,94,81,9.0,"tensor([-470.6682], device='cuda:0')",22.533639660284212,43.999966979026794,0.118305
0,537,102,92,67,10.0,"tensor([-395.4459], device='cuda:0')",19.599605375237164,39.99997079372406,0.130955
0,538,95,84,71,10.0,"tensor([-375.9654], device='cuda:0')",19.44098854996264,38.99997174739838,0.120945
0,539,87,90,80,10.0,"tensor([-443.3524], device='cuda:0')",21.749986650183043,42.49996840953827,0.117755
0,540,104,97,62,9.0,"tensor([-394.9967], device='cuda:0')",19.47527377310248,39.74997103214264,0.131945
0,541,90,112,70,10.0,"tensor([-501.8130], device='cuda:0')",22.889691409620674,45.49996554851532,0.125785
0,542,80,95,75,9.0,"tensor([-426.2978], device='cuda:0')",21.56998682282865,42.49996840953827,0.10736
0,543,88,98,77,10.0,"tensor([-469.7348], device='cuda:0')",22.365955697344226,43.999966979026794,0.121715
0,544,93,82,77,10.0,"tensor([-405.0664], device='cuda:0')",20.51090040938958,39.74997103214264,0.12034
0,545,90,72,86,10.0,"tensor([-391.2601], device='cuda:0')",20.200592782461054,39.49997127056122,0.119625
0,546,94,85,65,8.0,"tensor([-350.4222], device='cuda:0')",18.84527613072977,37.49997317790985,0.116985
0,547,90,95,77,9.0,"tensor([-442.6899], device='cuda:0')",21.387391492639107,43.24996769428253,0.12309
0,548,97,105,61,10.0,"tensor([-412.5851], device='cuda:0')",20.124512702977363,41.499969363212585,0.13079
0,549,97,103,53,10.0,"tensor([-355.5853], device='cuda:0')",18.48121475457792,38.99997174739838,0.12309
0,550,111,91,65,9.0,"tensor([-423.5998], device='cuda:0')",20.292122737584766,38.99997174739838,0.13618
0,551,94,89,76,9.0,"tensor([-405.1944], device='cuda:0')",20.023154020561158,41.249969601631165,0.122375
0,552,87,95,74,10.0,"tensor([-433.7964], device='cuda:0')",21.385729076246207,42.49996840953827,0.117755
0,553,92,109,59,10.0,"tensor([-449.0577], device='cuda:0')",21.7509481880384,41.99996888637543,0.122925
0,554,89,96,67,8.0,"tensor([-398.7246], device='cuda:0')",20.263876759314112,40.74997007846832,0.117205
0,555,70,106,75,10.0,"tensor([-460.5364], device='cuda:0')",22.873491582004316,45.49996554851532,0.106645
0,556,98,95,57,9.0,"tensor([-352.8847], device='cuda:0')",18.47598936483264,38.249972462654114,0.121275
0,557,97,79,74,9.0,"tensor([-375.8812], device='cuda:0')",19.511988641694188,38.249972462654114,0.12078
0,558,95,93,65,9.0,"tensor([-376.8711], device='cuda:0')",19.27271595983048,39.49997127056122,0.120175
0,559,85,98,71,10.0,"tensor([-424.1750], device='cuda:0')",21.13778234356794,42.24996864795685,0.11484
0,560,91,98,71,9.0,"tensor([-425.3536], device='cuda:0')",20.82498771911082,42.49996840953827,0.118965
0,561,96,89,70,9.0,"tensor([-404.2625], device='cuda:0')",20.302929063053693,39.99997079372406,0.12529
0,562,91,90,82,10.0,"tensor([-469.9158], device='cuda:0')",22.338389153078822,42.99996793270111,0.12397
0,563,94,93,66,10.0,"tensor([-402.7759], device='cuda:0')",20.281351371921733,39.74997103214264,0.11968
0,564,101,90,69,9.0,"tensor([-426.9754], device='cuda:0')",20.899025889901587,39.74997103214264,0.12738
0,565,84,99,71,10.0,"tensor([-414.7400], device='cuda:0')",20.79294058033933,42.49996840953827,0.1155
0,566,101,72,83,10.0,"tensor([-360.0003], device='cuda:0')",18.459950382748502,38.749971985816956,0.12584
0,567,103,86,75,9.0,"tensor([-403.3231], device='cuda:0')",19.746200485811148,40.4999703168869,0.13145
0,568,87,86,76,10.0,"tensor([-391.2190], device='cuda:0')",20.122477927443434,40.74997007846832,0.1166
0,569,90,85,76,9.0,"tensor([-404.2553], device='cuda:0')",20.536840214687157,40.24997055530548,0.116545
0,570,95,85,75,9.0,"tensor([-399.0779], device='cuda:0')",20.099007692735864,39.99997079372406,0.12287
0,571,94,90,79,10.0,"tensor([-437.7761], device='cuda:0')",21.033257114109603,42.49996840953827,0.12507
0,572,103,73,87,10.0,"tensor([-414.6638], device='cuda:0')",20.1670047042964,39.99997079372406,0.1276
0,573,103,82,63,10.0,"tensor([-329.1955], device='cuda:0')",17.60303819093081,36.24997437000275,0.124135
0,574,87,92,67,10.0,"tensor([-390.6869], device='cuda:0')",20.333321225390264,39.99997079372406,0.113905
0,575,93,90,66,7.0,"tensor([-383.0044], device='cuda:0')",19.809225289689667,39.2499715089798,0.119185
0,576,80,83,74,9.0,"tensor([-356.8577], device='cuda:0')",19.449355599631552,39.2499715089798,0.10659
0,577,100,74,85,10.0,"tensor([-403.1914], device='cuda:0')",19.960412818176177,39.74997103214264,0.128425
0,578,109,87,59,10.0,"tensor([-345.8291], device='cuda:0')",17.9166565672951,36.49997413158417,0.12903
0,579,99,86,70,10.0,"tensor([-386.5681], device='cuda:0')",19.593125758692622,38.99997174739838,0.125235
0,580,91,91,73,10.0,"tensor([-396.0319], device='cuda:0')",19.947046925149422,41.249969601631165,0.12012
0,581,86,78,82,9.0,"tensor([-406.0282], device='cuda:0')",21.01624746186038,39.99997079372406,0.115335
0,582,100,86,74,10.0,"tensor([-410.9657], device='cuda:0')",20.22691131067738,39.99997079372406,0.12958
0,583,90,94,67,9.0,"tensor([-403.5945], device='cuda:0')",20.444210739694984,40.24997055530548,0.117315
0,584,100,88,67,10.0,"tensor([-402.8080], device='cuda:0')",20.214693828065897,38.99997174739838,0.1265
0,585,109,85,70,10.0,"tensor([-432.2585], device='cuda:0')",20.87404056501603,38.749971985816956,0.137885
0,586,101,81,75,10.0,"tensor([-354.5200], device='cuda:0')",18.21594292239978,38.99997174739838,0.12661
0,587,86,91,80,10.0,"tensor([-420.3174], device='cuda:0')",20.691621603792107,42.99996793270111,0.11649
0,588,90,96,68,10.0,"tensor([-398.7058], device='cuda:0')",20.169279382630126,40.999969840049744,0.12001
0,589,91,81,85,9.0,"tensor([-426.4439], device='cuda:0')",21.079753748601455,41.749969124794006,0.12089
0,590,99,95,62,9.0,"tensor([-381.9378], device='cuda:0')",19.27635581978393,39.2499715089798,0.12562
0,591,99,74,82,10.0,"tensor([-387.7743], device='cuda:0')",19.66273358420414,39.2499715089798,0.126775
0,592,94,85,78,10.0,"tensor([-400.3938], device='cuda:0')",19.905630069339086,40.999969840049744,0.12122
0,593,84,91,87,10.0,"tensor([-457.4796], device='cuda:0')",21.93510091102874,44.499966502189636,0.117425
0,594,83,106,73,10.0,"tensor([-452.9831], device='cuda:0')",21.71658959243276,44.74996626377106,0.118085
0,595,94,101,69,9.0,"tensor([-436.6906], device='cuda:0')",21.037866045706767,42.74996817111969,0.12584
0,596,91,89,75,9.0,"tensor([-410.3121], device='cuda:0')",20.562732768263302,40.999969840049744,0.12012
0,597,101,86,71,10.0,"tensor([-388.8999], device='cuda:0')",19.47770169232214,39.2499715089798,0.128535
0,598,90,90,70,10.0,"tensor([-382.1745], device='cuda:0')",19.722988338395954,39.99997079372406,0.11616
0,599,96,92,69,10.0,"tensor([-421.3282], device='cuda:0')",20.84920924348967,40.4999703168869,0.124905
0,600,92,88,70,9.0,"tensor([-365.2698], device='cuda:0')",18.929988880082966,39.49997127056122,0.117535
0,601,93,87,74,10.0,"tensor([-379.7021], device='cuda:0')",19.355303604581106,40.24997055530548,0.12034
0,602,110,81,69,10.0,"tensor([-385.9171], device='cuda:0')",19.272104163224306,37.74997293949127,0.132605
0,603,82,96,69,10.0,"tensor([-422.6065], device='cuda:0')",21.56881270176064,41.499969363212585,0.111045
0,604,103,90,77,10.0,"tensor([-473.0704], device='cuda:0')",22.035171613959527,41.99996888637543,0.13376
0,605,89,85,84,10.0,"tensor([-448.4986], device='cuda:0')",21.854637713575837,42.49996840953827,0.12221
0,606,97,82,69,10.0,"tensor([-375.6248], device='cuda:0')",19.62700469396828,37.99997270107269,0.12386
0,607,106,82,69,9.0,"tensor([-363.9052], device='cuda:0')",18.475670236296924,37.99997270107269,0.1287
0,608,88,89,73,10.0,"tensor([-394.7242], device='cuda:0')",20.18398787546903,40.4999703168869,0.11748
0,609,95,77,70,10.0,"tensor([-330.2523], device='cuda:0')",18.065072437324982,36.99997365474701,0.114785
0,610,93,82,86,10.0,"tensor([-431.4659], device='cuda:0')",20.989450858192253,42.24996864795685,0.123805
0,611,93,99,64,10.0,"tensor([-391.3319], device='cuda:0')",19.648425818922988,40.999969840049744,0.12188
0,612,106,80,70,10.0,"tensor([-353.0050], device='cuda:0')",18.217763115899288,37.74997293949127,0.129855
0,613,96,83,65,9.0,"tensor([-345.0928], device='cuda:0')",18.517407410411682,36.99997365474701,0.12067
0,614,93,84,76,10.0,"tensor([-377.8669], device='cuda:0')",19.356708049501766,39.99997079372406,0.12034
0,615,98,104,62,10.0,"tensor([-427.7756], device='cuda:0')",20.600970298623874,41.499969363212585,0.129745
0,616,94,89,74,10.0,"tensor([-404.0083], device='cuda:0')",20.17703080850614,40.74997007846832,0.12353
0,617,103,80,60,10.0,"tensor([-324.7483], device='cuda:0')",17.778796675986776,35.24997532367706,0.12144
0,618,96,75,78,9.0,"tensor([-365.9159], device='cuda:0')",19.109426628252166,38.249972462654114,0.120285
0,619,99,86,63,10.0,"tensor([-361.6797], device='cuda:0')",19.04131969805026,37.24997341632843,0.122925
0,620,88,96,84,9.0,"tensor([-474.2425], device='cuda:0')",22.206142955501353,44.99996602535248,0.120945
0,621,90,91,67,10.0,"tensor([-364.4734], device='cuda:0')",19.139101805593516,39.74997103214264,0.11616
0,622,102,79,73,9.0,"tensor([-391.6786], device='cuda:0')",19.873019828695774,37.99997270107269,0.12672
0,623,102,88,66,10.0,"tensor([-369.9538], device='cuda:0')",18.89256724207371,38.749971985816956,0.127875
0,624,74,79,92,9.0,"tensor([-428.8914], device='cuda:0')",22.023455806418646,42.99996793270111,0.10516
0,625,95,92,76,10.0,"tensor([-437.0661], device='cuda:0')",21.049416839488615,41.99996888637543,0.12672
0,626,97,82,75,10.0,"tensor([-404.9828], device='cuda:0')",20.44290122466059,39.2499715089798,0.12386
0,627,98,73,90,10.0,"tensor([-425.4522], device='cuda:0')",20.626367573466382,40.74997007846832,0.125895
0,628,97,86,67,10.0,"tensor([-365.6005], device='cuda:0')",19.099989009834825,38.249972462654114,0.123475
0,629,81,90,70,10.0,"tensor([-400.9440], device='cuda:0')",21.14002872722154,40.24997055530548,0.108625
0,630,88,86,77,9.0,"tensor([-396.6501], device='cuda:0')",20.30576481279802,40.74997007846832,0.116325
0,631,84,101,74,9.0,"tensor([-477.4620], device='cuda:0')",22.925661267482578,43.999966979026794,0.118195
0,632,108,85,68,10.0,"tensor([-368.9222], device='cuda:0')",18.53542998879149,38.249972462654114,0.13431
0,633,83,97,73,10.0,"tensor([-415.0946], device='cuda:0')",20.93773441713141,42.49996840953827,0.11385
0,634,92,93,75,9.0,"tensor([-448.9991], device='cuda:0')",21.76825585739257,41.99996888637543,0.12177
0,635,94,107,66,10.0,"tensor([-450.3165], device='cuda:0')",21.31553000233342,43.24996769428253,0.12738
0,636,89,99,68,10.0,"tensor([-417.3764], device='cuda:0')",20.743151510396274,41.749969124794006,0.11759
0,637,93,91,74,10.0,"tensor([-414.8636], device='cuda:0')",20.520336509234628,41.249969601631165,0.123035
0,638,91,94,80,9.0,"tensor([-466.4165], device='cuda:0')",22.07451464520451,43.74996721744537,0.122815
0,639,95,86,63,9.0,"tensor([-366.7773], device='cuda:0')",19.48052142063522,37.49997317790985,0.120945
0,640,114,85,51,10.0,"tensor([-312.7323], device='cuda:0')",16.790990774706007,33.99997651576996,0.133815
0,641,92,91,81,10.0,"tensor([-455.4515], device='cuda:0')",21.744304826786514,42.99996793270111,0.12254
0,642,89,86,87,10.0,"tensor([-455.4057], device='cuda:0')",21.909337658221826,43.24996769428253,0.12067
0,643,95,79,80,9.0,"tensor([-402.1128], device='cuda:0')",20.338570598813554,39.74997103214264,0.12287
0,644,87,95,65,9.0,"tensor([-368.1471], device='cuda:0')",19.35120327398181,40.24997055530548,0.112365
0,645,87,99,69,9.0,"tensor([-420.8057], device='cuda:0')",20.994104934016278,41.99996888637543,0.118525
0,646,110,80,75,10.0,"tensor([-391.9098], device='cuda:0')",19.13351694808856,38.749971985816956,0.135685
0,647,91,86,65,10.0,"tensor([-338.8110], device='cuda:0')",18.354328300549902,37.74997293949127,0.11627
0,648,86,86,87,10.0,"tensor([-446.7289], device='cuda:0')",21.695101518482602,43.49996745586395,0.119955
0,649,82,96,79,10.0,"tensor([-442.9616], device='cuda:0')",21.699402951327396,43.999966979026794,0.114895
0,650,91,98,80,10.0,"tensor([-459.5532], device='cuda:0')",21.472105671578955,44.74996626377106,0.12551
0,651,99,72,84,9.0,"tensor([-394.9795], device='cuda:0')",19.977439201126497,38.99997174739838,0.123695
0,652,93,73,82,10.0,"tensor([-381.3554], device='cuda:0')",19.84575445136626,38.749971985816956,0.117645
0,653,100,83,71,10.0,"tensor([-367.3032], device='cuda:0')",18.909437919409548,38.749971985816956,0.12804
0,654,94,91,69,10.0,"tensor([-403.0865], device='cuda:0')",20.314948511947915,39.99997079372406,0.12199
0,655,101,80,77,10.0,"tensor([-402.7403], device='cuda:0')",20.09107342473585,39.2499715089798,0.12661
0,656,100,74,74,10.0,"tensor([-359.4059], device='cuda:0')",18.901198749400436,36.99997365474701,0.12188
0,657,89,92,81,10.0,"tensor([-474.9149], device='cuda:0')",22.61448968450702,43.24996769428253,0.12221
0,658,93,80,76,9.0,"tensor([-395.6051], device='cuda:0')",20.371473827268403,38.99997174739838,0.12188
0,659,96,90,81,10.0,"tensor([-454.1386], device='cuda:0')",21.43944535093436,42.99996793270111,0.1276
0,660,92,78,83,10.0,"tensor([-397.5372], device='cuda:0')",20.17587734728669,40.24997055530548,0.119075
0,661,94,93,77,10.0,"tensor([-475.3113], device='cuda:0')",22.5274481507244,42.74996817111969,0.125455
0,662,101,80,69,10.0,"tensor([-354.5465], device='cuda:0')",18.492989303544164,37.49997317790985,0.125455
0,663,92,82,88,10.0,"tensor([-471.5761], device='cuda:0')",22.47326843643149,42.74996817111969,0.12331
0,664,99,81,76,10.0,"tensor([-368.8742], device='cuda:0')",18.824207815123373,39.49997127056122,0.12408
0,665,98,84,76,9.0,"tensor([-396.9948], device='cuda:0')",19.825569646750658,39.99997079372406,0.12628
0,666,85,88,69,10.0,"tensor([-386.0600], device='cuda:0')",20.374987764314803,39.2499715089798,0.11022
0,667,98,76,81,10.0,"tensor([-392.0991], device='cuda:0')",19.82351772669776,39.2499715089798,0.123585
0,668,93,92,56,9.0,"tensor([-331.6051], device='cuda:0')",18.235466952524554,36.99997365474701,0.11341
0,669,85,83,91,10.0,"tensor([-435.1790], device='cuda:0')",21.28087506938769,43.49996745586395,0.11638
0,670,92,90,73,10.0,"tensor([-408.7421], device='cuda:0')",20.498026893200244,40.74997007846832,0.122155
0,671,93,88,83,10.0,"tensor([-451.9666], device='cuda:0')",21.621198878644712,42.74996817111969,0.126115
0,672,98,84,63,10.0,"tensor([-363.2482], device='cuda:0')",19.291825576932457,36.99997365474701,0.121275
0,673,86,80,87,10.0,"tensor([-427.9114], device='cuda:0')",21.42291181341638,41.749969124794006,0.11649
0,674,82,85,82,10.0,"tensor([-440.3584], device='cuda:0')",22.1907493095456,41.749969124794006,0.1122
0,675,111,73,75,10.0,"tensor([-364.6026], device='cuda:0')",18.52991224111968,36.99997365474701,0.131175
0,676,99,97,66,10.0,"tensor([-405.7406], device='cuda:0')",19.92078968750327,40.74997007846832,0.12716
0,677,94,91,67,10.0,"tensor([-389.1007], device='cuda:0')",19.893837468107307,39.49997127056122,0.11968
0,678,89,87,85,10.0,"tensor([-438.0100], device='cuda:0')",21.21454635206824,42.99996793270111,0.12221
0,679,107,81,68,10.0,"tensor([-376.8598], device='cuda:0')",18.99022319357755,37.49997317790985,0.129195
0,680,93,96,66,10.0,"tensor([-416.6965], device='cuda:0')",20.829399251835603,40.74997007846832,0.11957
0,681,92,94,63,10.0,"tensor([-385.6487], device='cuda:0')",19.936735194034306,39.2499715089798,0.119075
0,682,100,93,71,10.0,"tensor([-409.7322], device='cuda:0')",19.91665481490958,40.999969840049744,0.127655
0,683,89,105,68,10.0,"tensor([-453.9686], device='cuda:0')",21.804375908131362,43.24996769428253,0.124135
0,684,97,89,70,10.0,"tensor([-380.0132], device='cuda:0')",19.164051196821674,39.74997103214264,0.1254
0,685,90,102,68,10.0,"tensor([-427.9981], device='cuda:0')",20.88652574761699,42.49996840953827,0.12232
0,686,103,87,63,9.0,"tensor([-359.5476], device='cuda:0')",18.615602013349474,37.49997317790985,0.12837
0,687,98,82,77,10.0,"tensor([-405.0694], device='cuda:0')",20.11802145521482,39.99997079372406,0.124355
0,688,103,89,73,9.0,"tensor([-434.7832], device='cuda:0')",20.88772331083299,40.4999703168869,0.131835
0,689,85,89,70,9.0,"tensor([-415.8559], device='cuda:0')",21.54097050069602,39.99997079372406,0.11407
0,690,80,105,71,10.0,"tensor([-457.7799], device='cuda:0')",22.447251735502505,44.249966740608215,0.11429
0,691,89,87,74,10.0,"tensor([-411.8994], device='cuda:0')",20.924987315014004,40.24997055530548,0.11528
0,692,103,78,68,9.0,"tensor([-348.3864], device='cuda:0')",18.448784718491943,36.74997389316559,0.124905
0,693,103,98,69,9.0,"tensor([-439.6999], device='cuda:0')",20.794431986287236,41.749969124794006,0.134145
0,694,92,88,65,10.0,"tensor([-377.7423], device='cuda:0')",19.881620954684152,38.499972224235535,0.117535
0,695,96,88,79,10.0,"tensor([-440.6715], device='cuda:0')",21.253789334908525,41.99996888637543,0.12606
0,696,98,80,71,10.0,"tensor([-372.9056], device='cuda:0')",19.37348262040341,37.74997293949127,0.120505
0,697,97,79,81,10.0,"tensor([-388.6447], device='cuda:0')",19.54765385451658,40.24997055530548,0.125785
0,698,98,93,77,10.0,"tensor([-425.5138], device='cuda:0')",20.233196700200327,42.49996840953827,0.130515
0,699,97,79,92,10.0,"tensor([-446.6799], device='cuda:0')",21.077412487626244,42.74996817111969,0.129635
0,700,98,88,67,10.0,"tensor([-364.9070], device='cuda:0')",18.773704516543113,38.749971985816956,0.1232
0,701,100,92,64,9.0,"tensor([-389.5781], device='cuda:0')",19.62401191922254,38.99997174739838,0.126115
0,702,97,88,81,10.0,"tensor([-451.7081], device='cuda:0')",21.433257540211756,42.24996864795685,0.130405
0,703,74,88,83,10.0,"tensor([-418.9805], device='cuda:0')",21.627537787568812,42.74996817111969,0.106315
0,704,103,74,75,9.0,"tensor([-350.4882], device='cuda:0')",18.287687959696445,37.24997341632843,0.126445
0,705,100,86,74,9.0,"tensor([-393.2157], device='cuda:0')",19.51056541301883,39.99997079372406,0.128425
0,706,104,91,62,10.0,"tensor([-382.7541], device='cuda:0')",19.321973168142577,38.499972224235535,0.131175
0,707,90,88,65,10.0,"tensor([-349.9911], device='cuda:0')",18.803487045675087,38.499972224235535,0.11308
0,708,100,92,70,10.0,"tensor([-408.5862], device='cuda:0')",20.10208735676155,40.4999703168869,0.12727
0,709,94,79,80,10.0,"tensor([-397.7873], device='cuda:0')",20.11362434136626,39.99997079372406,0.122375
0,710,112,70,73,10.0,"tensor([-340.9462], device='cuda:0')",17.811754774667467,35.749974846839905,0.133595
0,711,88,92,80,10.0,"tensor([-460.0587], device='cuda:0')",22.192293935670303,43.24996769428253,0.11979
0,712,86,89,87,10.0,"tensor([-467.5999], device='cuda:0')",22.331092917566536,43.999966979026794,0.12034
0,713,100,75,86,9.0,"tensor([-407.3372], device='cuda:0')",20.04692297111269,40.4999703168869,0.127655
0,714,101,81,72,10.0,"tensor([-359.4784], device='cuda:0')",18.570462262819813,38.249972462654114,0.12507
0,715,102,75,80,8.0,"tensor([-382.5055], device='cuda:0')",19.235397232261555,38.99997174739838,0.12749
0,716,106,89,74,10.0,"tensor([-418.8655], device='cuda:0')",19.97117768093722,40.999969840049744,0.136015
0,717,92,84,75,10.0,"tensor([-377.3108], device='cuda:0')",19.450187788482207,39.74997103214264,0.11946
0,718,85,91,78,9.0,"tensor([-415.8808], device='cuda:0')",20.84939683490528,42.24996864795685,0.116765
0,719,102,88,59,10.0,"tensor([-344.3404], device='cuda:0')",18.16780228370842,36.74997389316559,0.12749
0,720,82,100,73,9.0,"tensor([-441.8399], device='cuda:0')",21.84214345069931,43.49996745586395,0.113355
0,721,94,86,63,9.0,"tensor([-357.6018], device='cuda:0')",19.161511557713276,37.49997317790985,0.11891
0,722,92,93,74,9.0,"tensor([-452.3687], device='cuda:0')",22.01832628567994,41.749969124794006,0.121385
0,723,76,104,65,9.0,"tensor([-418.3291], device='cuda:0')",21.55712963557061,42.24996864795685,0.10384
0,724,93,83,78,9.0,"tensor([-430.7122], device='cuda:0')",21.444868831895292,40.24997055530548,0.12111
0,725,93,83,84,9.0,"tensor([-431.5202], device='cuda:0')",21.070179497608198,41.749969124794006,0.122265
0,726,86,91,80,10.0,"tensor([-455.9923], device='cuda:0')",22.278196361742133,42.74996817111969,0.117645
0,727,96,84,77,9.0,"tensor([-396.9991], device='cuda:0')",19.869637962590165,40.24997055530548,0.124905
0,728,101,83,67,9.0,"tensor([-329.6818], device='cuda:0')",17.530866731069533,37.74997293949127,0.123145
0,729,99,83,75,9.0,"tensor([-398.8245], device='cuda:0')",19.982478440221005,39.49997127056122,0.125235
0,730,116,66,71,10.0,"tensor([-332.0259], device='cuda:0')",17.470346012230035,34.4999760389328,0.13442
0,731,90,89,76,10.0,"tensor([-413.7420], device='cuda:0')",20.659791474942775,41.249969601631165,0.1177
0,732,103,84,81,10.0,"tensor([-441.0002], device='cuda:0')",20.907636606586234,41.499969363212585,0.134145
0,733,92,92,85,10.0,"tensor([-490.4387], device='cuda:0')",22.788089901887464,44.499966502189636,0.126775
0,734,122,75,58,9.0,"tensor([-298.7467], device='cuda:0')",15.93430518391816,33.249977231025696,0.140085
0,735,74,101,79,10.0,"tensor([-459.7337], device='cuda:0')",22.49467211153752,44.99996602535248,0.110935
0,736,86,87,79,10.0,"tensor([-392.7753], device='cuda:0')",19.994874377026218,41.749969124794006,0.116105
0,737,101,83,66,9.0,"tensor([-369.1761], device='cuda:0')",19.254988899827005,37.49997317790985,0.126995
0,738,102,90,65,10.0,"tensor([-372.5543], device='cuda:0')",18.889094129429427,38.749971985816956,0.127105
0,739,100,93,68,10.0,"tensor([-405.8906], device='cuda:0')",19.954968969269846,40.24997055530548,0.127655
0,740,99,78,75,9.0,"tensor([-358.4725], device='cuda:0')",18.634909914902572,38.249972462654114,0.123695
0,741,93,89,83,10.0,"tensor([-468.3072], device='cuda:0')",22.19243914240374,43.24996769428253,0.1265
0,742,93,77,83,10.0,"tensor([-430.3223], device='cuda:0')",21.497022455536094,39.99997079372406,0.12111
0,743,96,80,75,10.0,"tensor([-374.5265], device='cuda:0')",19.36253849713807,38.99997174739838,0.1199
0,744,111,75,71,9.0,"tensor([-369.3364], device='cuda:0')",18.801545641105985,36.49997413158417,0.132715
0,745,107,74,71,10.0,"tensor([-351.5437], device='cuda:0')",18.33431494407474,36.24997437000275,0.127655
0,746,104,81,73,9.0,"tensor([-380.4357], device='cuda:0')",19.14243072690081,38.749971985816956,0.12925
0,747,94,102,64,10.0,"tensor([-437.3536], device='cuda:0')",21.283679637209232,41.499969363212585,0.123915
0,748,97,83,72,9.0,"tensor([-367.4568], device='cuda:0')",18.960306404845877,38.749971985816956,0.12078
0,749,92,87,61,8.0,"tensor([-334.9550], device='cuda:0')",18.313531146850437,37.24997341632843,0.115995
0,750,103,91,62,9.0,"tensor([-371.9536], device='cuda:0')",18.951160896540387,38.249972462654114,0.1276
0,751,98,97,70,10.0,"tensor([-428.0870], device='cuda:0')",20.538666812035274,41.749969124794006,0.12705
0,752,88,77,86,9.0,"tensor([-394.0360], device='cuda:0')",20.120448051166093,40.74997007846832,0.11594
0,753,89,85,73,10.0,"tensor([-376.1383], device='cuda:0')",19.615372997682226,39.49997127056122,0.114895
0,754,82,93,74,9.0,"tensor([-406.6878], device='cuda:0')",20.777095855217443,41.749969124794006,0.11143
0,755,100,81,76,9.0,"tensor([-386.1248], device='cuda:0')",19.483451674608983,39.2499715089798,0.1265
0,756,106,86,70,10.0,"tensor([-386.5723], device='cuda:0')",19.214683549322245,38.99997174739838,0.132935
0,757,90,85,80,9.0,"tensor([-424.5774], device='cuda:0')",21.14900680423221,41.249969601631165,0.11847
